timestamp,title,price,original_price,shipping,item_url,discount_percentage
2025-11-02 15:07:44,Canon EF 200mm f2.8 L II USM Lens #Q,400.7,430.86,eBay International Shipping,https://www.ebay.com/itm/146853896899?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476,7.0
2025-11-02 15:07:44,Nikon FTZ II Mount Adapter,219.95,249.95,USPS Priority Mail Express International,https://www.ebay.com/itm/225049340356?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476,12.0
2025-11-02 15:07:44,Canon RF 24-70mm f/2.8L IS USM Lens,2099.95,2299.0,USPS Priority Mail Express International,https://www.ebay.com/itm/324021848741?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476,8.66
2025-11-02 15:07:44,Fujifilm XF 16-80mm f/4 R OIS WR Lens,549.95,799.0,USPS Priority Mail Express International,https://www.ebay.com/itm/326577238364?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476,31.17
2025-11-02 15:07:44,,,,Shipping info unavailable,,0.0
2025-11-02 15:07:44,4K Mini Projector HY300 720P WiFi6 Bluetooth BT5.0 Cinema Portable Home Theaters,58.57,65.08,Standard Shipping from Greater China to worldwide,https://www.ebay.com/itm/126880579034?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488,10.0
2025-11-02 15:07:44,REDTIGER F7NP 4K Dual Dash Camera Front and Rear Dash Cam WiFi with Hardwire Kit,75.99,135.99,eBay International Shipping,https://www.ebay.com/itm/285750006733?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488,44.12
2025-11-02 15:07:44,Speaker Case Dust Cover Storage Bag Protective Bag for JBL PartyBox 310-320,36.37,36.37,Standard Shipping from Greater China to worldwide,https://www.ebay.com/itm/157187749491?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488,0.0
2025-11-02 15:07:44,GME Universal Antenna Base (27Mhz & 477 Mhz Uhf) 4.5M Low Foss Foam (ABL001),25.98,28.87,Australia Post International Express,https://www.ebay.com/itm/256189684554?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488,10.01
2025-11-02 15:07:44,,,,Shipping info unavailable,,0.0
